,Purpose Code,Categorization
688,LEGAL ADVICE,legal
689,FOOD FOR TRAVEL TO RALLY,administrative
689,GOTV AND JUNETEENTH EVENTS,field
689,STAFF TIME SPENT ON LEGAL AND ACCOUNTING SERVICES,legal
690,JFC AUDIO VISUAL SOUND LIGHTING STAGING,administrative
690,IN KIND EXEMPT LEGAL SERVICES,legal
691,ESTIMATED COST SKULLIES,administrative
691,REIMBURSEMENT FOR LEGAL FEES,legal
691,ADVERTISING- BILLBOARDS,media
692,AGENCY FEE - CONSULTING - DIRECT MAIL,consulting
692,EVENTS CONSULTING EVENTS FOOD BEVERAGE EVENT VENUE TICKETS SHIPPING,consulting
692,001 LEGAL FEES,legal
693,PRODUCTION AND POSTAGE,administrative
693,TICKETS TO EVENTS,administrative
693,CONTRACT SERVICES LEGAL,legal
694,MAILINGS FOR EVENTS,administrative
694,DISTRIBUTE CAMPAIGN MATERIALS,field
694,ADMINISTRATIVE LEGAL,legal
695,FLORIDA FIRST STAFF TIME (EXCEEDED $10K ON 9/17/2016),administrative
695,SKULLIES,administrative
695,PROFESSIONAL ACCOUNTING SERVICES,legal
696,PER MUR 6121,administrative
696,REIMBURSEMENT FOR PHONES FOR GOTV PHONE BANK,field
696,PAYMENT FOR LEGAL SERVICES,legal
697,IE-DAVIDSON-DONATION PROCESSING,administrative
697,MEETINGS AND EVENTS,administrative
697,LEGAL SERVICE,legal
698,CATERING FOR VARIOUS EVENTS,administrative
698,CAMPAIGN LEGAL FEES,legal
698,ADVERTISEMENT PURCHASE,media
699,SMALL GIFTS,administrative
699,FEC ACCOUNTING SERVICES,legal
699,RADIO PURCHASE AND PRODUCTION COSTS,media
700,TRUMAN DINNER AUDIO VISUAL,administrative
700,EMAIL LIST RENTAL AND DEPLOYMENT - NATIONALLY DISTRIBUTED,digital
700,LEGAL AND ACCOUNTING,legal
701,TRANSCRIPTION SERVICE,administrative
701,LEGAL AND COMPLIANCE FEES,legal
701,TV MEDIA - 'LOOPHOLE',media
702,EVENT SOUND AND AUDIO SYSTEM AUDIO ENGINEER AND OPERATOR LABOR,administrative
702,EXEMPT LEGAL SERVICES,legal
702,TAXI CAB,travel
703,CATERING FOR CAMPAIGN EVENTS,administrative
703,PHONE COMMUNICATIONS,administrative
703,PROFESSIONAL LEGAL SERVICES COMPLIANCE,legal
704,COMPLIANCE AND LEGAL SERVICES,legal
704,COMMUNITY EVENTS,administrative
705,EVENT EXPENSE SOUND AND LIGHTING,administrative
705,ONLINE ADVERTISING - 01/15/2012,digital
705,PROFESSIONAL SERVICES ACCOUNTING COMPL,legal
706,MAIL PIECE-DAVID YOUNG,fundraising
706,POLITICAL EVENTS VENUE,administrative
706,COMPLIANCE ACCOUNTING SERVICES EXPEN,legal
707,IN-HOUSE PRINTING - VOTE FOR ANNIE KUSTER,field
707,EVENTS COSTS,administrative
707,LEGAL COMPLIANCE FEES,legal
708,CAMPAIGN OVERSIGHT EVENTS,administrative
708,LEGAL SETTLEMENT 2010 FEC MATTER,legal
709,"PHONEBANKING (DOES NOT EXCEED $1,000 UNTIL 5/29/14)",field
709,LEGAL ACCOUNTING ADMINISTRATION,legal
709,PER DIEM PETITION CARRIERS PAYMENTS,administrative
710,MAIL AND ONLINE ADVERTISING,digital
710,LEGAL SETTLEMENT,legal
711,HOTEL (11/1/12 - 11/6/12),travel
711,EVENT CATERING AND LIGHTING,administrative
711,ACCOUNTING SERVICES FOR PAC,legal
712,AUDIO VISUAL SERVICES AMEX SB232587063,administrative
712,11/7/16 AUTOMATED CALLS,field
712,LEGAL EXPENSES ON BEHALF OF CHARLES BRIMMER,legal
713,JFC AUDIO LIGHTING EXPENSE,administrative
713,PRINTING AND MAILING  ON 10/25,administrative
713,LEGAL ACCOUNTING SERVICES AND EXPENSES,legal
714,COLE PAC ACCOUNTING SERVICES,legal
714,REIMBURSEMENT FOR EVENTS,administrative
714,TV AD PRODUCTION: TRICK-MARSHALL,media
715,MARKETING FEES,fundraising
715,EXTERNAL EMAIL DISTRIBUTION,administrative
715,PER DIEM PETITION CARRIER,administrative
716,AUDIO VISUAL PROTEST FACTORY,administrative
716,GOTV ADVERTISING,field
716,LEGAL AND ADMINISTRATIVE EXPENSES,legal
717,EVENT AUDIO STAGING,administrative
717,IE-JOHNSON-DOOR HANGERS,field
717,TREASR FEC LEGAL COMPLIANCE,legal
718,JJ10 AUDIO VISUAL,administrative
718,TOWN HALL TELECONFERENCE,administrative
718,LEGAL SERVICES RECOUNT,legal
719,EVENT AUDIO VISUAL SERVICES AND EQUIPMEN,administrative
719,MAILER - BRE,fundraising
719,PAC COMPLIANCE AND ACCOUNTING FEES,legal
720,EVENTS VICTORY PARTIES DAVENPORT HOTEL SEE MEMO 2,administrative
720,MAIL DESIGN (DEFEAT BEGICH 3),fundraising
720,FEC ACCOUNTING AND COMPLIANCE,legal
721,OCTOBER MONTHLY ONLINE ADVERTISING FEES,digital
721,ACCOUNTING AND LEGAL SERVICES,legal
722,LEGAL FEES REDISTRICTING,legal
722,ADVERTISING - BILLBOARD,media
722,HEALTH INSURANCE CARSON,administrative
723,STAFFING EVENTS,administrative
723,PROFESSIONAL FEES LEGAL,legal
724,GOTV PER DIEM,field
724,PAYMENTS TO CRONE ACCOUNTING,legal
724,PRODUCTION AND PLACEMENT FOR TV ADVERTISING,media
725,CAMPAIGN EVENTS SUPPLIES,administrative
725,SALARY FOR CANVASS,field
725,LEGAL TREASURY EXPENSES,legal
726,"TV AND DIGITAL ADVERTISEMENT CLOSING AGAINST CHRIS MCDANIEL, 4/15 - 4/29.",digital
726,POLITICAL EVENTS CATERING,administrative
726,LEGAL COMPLIANCE WORK,legal
727,CONS ACCOUNTING SERVICES,legal
727,EVENTS DAVENPORT HOTEL SPOKANE VICTORY PARTIES,administrative
727,ADVERTISIGN - RADIO - PRODUCTION,media
728,BEN CONNOR PERFORMANCE BONUS,administrative
728,IE-MILLER-EMAIL LIST,fundraising
728,REDISTRICTING LEGAL FEES,legal
729,CAMPAIGN ACCOUNTING SERVICES,legal
729,CATERING AND AUDIO VISUAL FOR FR,administrative
729,IE-BRANNON-TRAVEL,travel
730,FOOD BEV AUDIO VISUAL,administrative
730,EQUIPMENT FOR CANVASSING / PHONE BANKS,field
730,ADMINISTRATIVE EXPENSES LEGAL AND ACCOUNTING SERVICES,legal
731,ACCOUNTING LEGAL AND OTHER ADMINISTRATIVE EXPENSES,legal
731,LATINO RELEVISION ADS,media
731,PAC ONLY AUDIO VISUAL REPRODUCTION,media
732,LEGAL CONSULTATION,legal
732,RADIO ADVERTISING OF CHANGE COURSE,media
732,PLANE CHARTER FOR EVENTS,travel
733,MODIFY PRINTED CAMPAIGN COMMUNICATION,administrative
733,LEGAL SERVICES APRIL,legal
733,AUDIO VISUAL TECHNOLOGY,media
734,FINANCE EVENTS,administrative
734,GOTV CANVASS,field
734,LEGAL FEES EXPENSES,legal
735,AUDIO VISUAL FOR EVENTS,media
735,MAIL PRODUCTION PRINTING POSTAGE (LANDRIEU ISN'T LISTENING),fundraising
735,CAMPAIGN LEGAL SERVICES,legal
736,FUNDRAISER AUDIO VISUAL SERVICES,fundraising
736,LEGAL PUBLIC RELATIONS AND ACCOUNTING SERVICES,legal
736,STAFF TRAVEL EXPENSES FOR GOTV WORK,travel
737,SHIPPING AND EVENTS CATERING EXPENSES,administrative
737,JFC LEGAL FEES,legal
737,RADIO ADVERTISING 10/29-11/1,media
738,PRINTING - CAMPAIGN POSTERS,administrative
738,001 ACCOUNTING COMPLIANCE,legal
738,EVENTS STATE PARTY DINNER,administrative
739,FLAGS FOR EVENTS,administrative
739,DIRECT MAIL CREATIVE FEE ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 8/26/15.,fundraising
739,PROFESSIONAL SERVICES ACCOUNTING COMP,legal
740,TRANSCRIPTION,administrative
740,CAMPAIGN TREASURY AND LEGAL SERVICES,legal
741,HQ ACCOUNT STAGING AUDIO VISUAL,administrative
741,"TV AND DIGITAL ADVERTISEMENT STRONG CREDENTIALS SUPPORTING JONI ERNST, 5/28 - 6/3.",digital
741,OTHER REDISTRICTING LEGAL FEES,legal
742,PER DIEM EXPENSE CARDS LESS THAN 100,administrative
742,MAIL PRODUCTION PRINTING POSTAGE (DEFEAT LANDRIEU 4),fundraising
742,ACCOUNTING BOOKKEEPING,legal
743,CATERING AUDIO VISUAL SERVICES,administrative
743,CAMPAIGN FINANCE ACCOUNTING AND REPORTIN,legal
743,GRAPHIC DESIGN - VOTE FOR CATHERINE CORTEZ MASTO,media
744,BEN CONNORS BONUS,administrative
744,CAMPAIGN ACCOUNTING,legal
744,VIDEO FOOTAGE,media
745,CONTRACT LABOR SCHEDULING PER DIEM MILEAGE,administrative
745,ESTIMATED PHONE BANKING FOR 11/2/12 - 11/4/12,field
745,ACCOUNTING AND COMPLIANCE SERVICES AND E,legal
746,FIELD ORGANIZER,field
746,PROFESSIONAL LEGAL FEES,legal
747,EVENT AUDIO,administrative
747,ADMINISTRATIVE LEGAL SERVICES,legal
748,"RECORD, PRODUCE, DISTRIBUTE GET OUT THE VOTE CALLS",field
748,FINAL PAYMENT ON LEGAL FEES,legal
748,AUDIO AND SOUND SERVICES,media
749,LEGAL AND CAMPAIGN FINANCE REPORT SERVICES,legal
749,"TRAVEL FOR FIELD PROGRAM; 8/1 - 8/31 (ESTIMATE). EXPECTED TO REACH $10,000 NO EARLIER THAN 8/8/14.",travel
749,AUDIO PROGRAMMING,media
750,TELEPHONE BANKS/LIVE OPERATOR CALLS,field
750,PER DIEM AND MILEAGE,travel
750,ADMIN ACCOUNTING SRVCS,legal
751,PRODUCTION FUNDRAISING MAIL,fundraising
751,7TH DIST REP COMM LEGAL SERVICES,legal
751,LIGHTING AND AUDIO STAGE SETUP,administrative
752,LEGAL AND ACCOUNTING FEES,legal
752,VEHICLES EXPENSE FOR CAMPAIGN EVENTS,administrative
752,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM JUNE 15 - 30TH.,fundraising
753,2016 PER CAPITA,administrative
753,WEB AD PLACEMENT (FIRE RAHALL),digital
753,LEGAL AND TREASURY EXPENSES,legal
754,SOUND MUSIC EQUIPTMENT FOR CAMAPAIGN EVENTS,administrative
754,SUPPORT FOR IE -FIELD CANVASS STARTS 7/31/2014,field
754,LEGAL SERVICE FEES,legal
755,TV AD HALLS,media
755,PER DIEM MILEAGE,administrative
755,PROFESSIONAL ACCOUNTING REPORTING SERVICES,legal
756,FEC ACCOUNTING PROFESSIONAL FE,legal
756,BEN GREENSLADE SALARY,administrative
756,PRODUCTION AND PLACEMENT OF KIDS ONLINE AD (FINAL TOTAL NOT ESTIMATED),digital
757,EVENTS SUPPLIES,administrative
757,PRINT MATERIALS,administrative
757,FINAL PAYMENT IN FULL FOR LEGAL SERVICES,legal
758,INTERNET ADVERTISING - NON-CONTRIBUTION ACCOUNT,digital
758,LEGAL SERVICES FOR INCORPORATINPETITION ETHICS,legal
759,DONATION TO LEGAL FUND FOR REDISTRICTING,legal
760,"LABOR - PHONE BANKS, BLOCK WALKING",field
760,SMALL ITEMS AND DISTRIBUTION,administrative
760,LEGAL SERVICES FOR PAC,legal
761,WEB AD PLACEMENT (FIRE HAGAN),digital
761,FOOD AND BEVERAGE DEC AND JAN MEMBER EVENTS,administrative
761,RETAINER FOR LEGAL SERVICES,legal
762,SMALL ITEMS  DISTRIBUTION,administrative
762,DIRECT MAIL SERVICES - ENDORSE,fundraising
762,PROFESSIONAL ACCOUNTING FEES AND SERVICES,legal
763,DIRECT MAIL - POSTAGE [ESTIMATE],fundraising
763,CONTRACT LABOR EVENTS OUTREACH,administrative
763,LEGAL FEES WITH ORIGINAL INVOICE DATES OF 7 6 12 8 3 12 9 5 12 10 4 12 AND 11 7 12,legal
764,2010 PER CAPITA,administrative
764,001 LEGAL SERVICES,legal
764,ADVERTISING FEES FOR MEDIA BUYS,media
765,FOOD BEVERAGES FOR EVENTS,administrative
765,IE-ODONNELL-WEB ADS,digital
765,PAC PROFESSIONAL LEGAL SERVICES,legal
766,CATERING FACILITIES EVENTS COSTS,administrative
766,REDISTRICTING LEGAL,legal
766,MEDIA-RADIO,media
767,MILEAGE AT 0535 PER MILE,administrative
767,ONLINE AD PRODUCTION (VOICE),digital
767,ACCOUNTING TAX SERVICES,legal
768,LEGAL SERVICES POLITICAL SERVICES JUNE AUGUST,legal
768,STAFFING EVENTS AND BONUS,administrative
768,238 MILES PERSONAL VEHICLE,travel
769,CONTRACT LABOR EVENTS,administrative
769,GOTV CALLS (11/05/2012),field
769,LEGAL COMPLIANCE FEE,legal
770,AUDIO VISUAL AT STATE CONVENTION,administrative
770,PROFESSIONAL LEGAL SERVICES AND EXPENSES,legal
771,MEDIA: INTERNET ADS/FEES (08/01/12 - 08/14/12),digital
771,PROF SERVICES ACCOUNTING,legal
772,PER DIEM NO SUBVENDORS OF 200 OR MORE,administrative
772,LEGAL AND COMPLIANCE,legal
772,RADIO ADS (10/10 - 10/23/2016),media
773,FEE FOR LEGAL AND TREASURER SERVICES,legal
773,GIFTS FOR EVENTS,administrative
773,IE-SMITH-PALM CARDS/SIGNAGE,field
774,HOLIDAY FUNDRAISER EVENTS TICKETS,fundraising
774,ACCOUNTING ASSISTANCE,legal
775,DECLARATION OF INDEPENDENCE BOOKS FOR DISTRIBUTION,administrative
775,OFFICE LEGAL FEES,legal
775,GAS CARDS FOR DOOR TO DOOR,travel
776,CATERING EVENTS REIMBURSEMENT HOTEL MONACO DEPOSIT,administrative
776,IE-CRUZ-ONLINE ADS,digital
776,IN KIND LEGAL COMPLIANCE SERVICES,legal
777,JFC AUDIO VISUAL,administrative
777,IN-KIND PHONE BANKING EQUIPMENT,field
777,LEGAL AND REPORTING FEES,legal
778,EVENTS SPONSORSHIP,administrative
778,DIGITAL ADVERTISING  'VOTE FOR JOBS',digital
778,ACCOUNTING SVCS,legal
779,PAC ACCOUNTING FEES,legal
779,STAFF TIME & FOOD FOR PHONEBANKING; 9/8 - 9/29,administrative
780,BOOKS FOR CAMPAIGN,administrative
780,LEGAL SERVICES AND EXPENSES,legal
780,TV PRODUCTION AND MEDIA BUY,media
781,IE-MARKEY-TELEMARKETING-ESTIMATED,fundraising
781,FUNDRAISER BOOKS,fundraising
781,ACCOUNTING SERVICES TREASURER,legal
782,PAC LEGAL RETAINER POSTAGE PHOTOCOPYING,legal
782,REIMBURSEMENT FUNDRAISER EVENTS,administrative
783,IN KIND CATERING EVENTS,administrative
783,NON OFFSET REVERSAL LEGAL FEES,legal
784,PROFESSIONAL FUNDRAISER FEES,fundraising
784,EVENT EXPENSE LIGHTING AUDIO,administrative
784,TV AD DISSEMINATION - 'FIGHTING FOR NEW HAMPSHIRE',media
785,IN KIND PAYMENT FOR LEGAL SERVICES APPLIED TO SCHED D DEBT,legal
785,FEDERAL MAILER PRINTING AND POSTAGE,media
786,TRUMP FACEBOOK ADS,digital
786,LEGAL MONTHLY RETAINER,legal
786,AUDIO LIGHTING STAGING,media
787,"STAFF TIME; 7/22 - 7/31. COSTS DO NOT EXCEED $10,000 UNTIL 10/9/14",administrative
787,ACCOUNTING EXPENSES,legal
787,AUDIO VISUAL CONVENTION,administrative
788,FOOD AND BEVERAGES FOR MEETINGS AND EVENTS,administrative
788,RENTAL,administrative
788,NOV 12 ACCOUNTING LEGISLATIVE AND LEGAL PERSONNEL COSTS,legal
789,CATERING CONSTITUENT EVENTS,administrative
789,INTERNET ADS/COMMUNICATIONS,digital
789,FEC ACCOUNTING COMPLIANCE SERVICES,legal
790,LEGAL SERVICES EXPENSE,legal
790,DIGITAL MEDIA/PRODUCTION/PLACEMENT - LOUISIANA,digital
791,MAILER PRODUCTION AND PRINTING,fundraising
791,TEAM UNIFORMS FOR CAMPAIGN EVENTS,administrative
791,LEGAL SERVICES FOR THE PAC,legal
792,ACCOUNTING COMPLAINCE,legal
792,MILEAGE AND PER DIEM,travel
793,FOOD BEVERAGES SITE FEES FOR EVENTS,administrative
793,ACCOUNTING AUDIT,legal
794,THANK YOU EVENTS FOOD BEVERAGES,administrative
794,DIRECT MAIL (ALSO OPPOSES MARK UDALL),fundraising
794,LEGAL AND ADMINISTRATIVE FEES,legal
795,"MEDIA PLACEMENT-NATIONALLY DISSEMINATED, ALSO OPPOSES TRUMP AND CRUZ",media
795,CATERING EVENTS REIMBURSEMENT,administrative
795,PAC LEGAL AND TREASURY FEES,legal
796,CATERING FOR 11 20 12 2 AND 12 3 EVENTS,administrative
796,GOTV PHONES/ROBO CALLS,field
796,LEGAL FEES NOT CANDIDATE SPECIFIC,legal
797,IE-PHONE CALLS-JOLLY,field
797,PARTY RENTALS FOR EVENTS,administrative
797,ACCOUNTING COMPLIANCE SUPPOR,legal
798,PHONEBANKING STARTING 10/27,field
798,2011 PER CAPITA FEES,administrative
798,LEGAL FEES FOR PAC,legal
799,IE-TOOMEY-WEB ADS,digital
799,SUPPLIES FOR EVENTS,administrative
799,LEGAL CAMPAIGN FINANCE REPORT SERVICES,legal
800,TRAVEL,travel
800,7/24 TO 8/7 ADVERTISING PRODUCTION,media
800,POLLING,polling
801,ELECTRONIC TOLL COLLECTION FOR MOTOR COACH,administrative
801,SURVEY RESEARCH,polling
801,TRAVEL EXPENSES,travel
802,DESIGN SERVICES - SIGNS,administrative
802,TRAVEL AIR,travel
802,RESEARCH,polling
803,IE-BEVIN-PHONE CALLS,administrative
803,DATA SERVICES,digital
803,TRAVEL LODGING,travel
804,POLLING EXPENSES,polling
804,SCRIPT WRITING/LIVE PHONE CALLS;,media
804,AIRFARE,travel
805,TRAVEL EXPENSE,travel
805,DATA SERVICES SUBSCRIPTION,digital
805,TV AD PLACEMENT 'TRICK-CAUSEY',media
806,PHONE BANKS,field
806,DESIGN - KIRKPATRICK THE SPENDIFICENT,media
806,AIR TRAVEL,travel
807,TRAVEL ACCOMMODATION MEALS,travel
807,MAIL BUNDLING APPEAL-BRE,administrative
807,POLLING SERVICES,polling
808,DATA MANAGEMENT SERVICES,digital
808,TV AD PLACEMENT AND PRODUTION,media
808,TRANSPORTATION SERVICES,travel
809,MEDIA EXPENSE-48 HR. REPORT,media
809,GENERIC CMTE POLLING,polling
809,TRAVEL AIRFARE,travel
810,RESEARCH SERVICES,polling
810,BUS TOUR- CATERING,travel
810,MILEAGE REIMBURSEMENT,travel
811,SURVEY,polling
811,MILEAGE,travel
812,BANK FEES,administrative
812,WEB ADS (RUN DATES 9/04 - 9/09/2014),digital
812,TRANSPORTATION,travel
813,ORGANIZING FELLOWSHIP 10/27/16-11/8/16,administrative
813,POLLING EXPENSE,polling
813,WHITE HOUSE AIRLIFT AIRFARE,travel
814,BANK FEE,administrative
814,MEDIA TRAVEL,media
815,TRAVEL REIMBURSEMENT,travel
815,DATA MANAGEMENT,digital
815,VOTER CONTACT PHONE CALLS: CONDITION C',field
816,"MAIL DESIGN, PRINTING, PHOTOGRAPHY ,HANDLING, FEE & POSTAGE",fundraising
816,DATA PROCESSING SERVICES,digital
816,TRAVEL GROUND TRANSPORTATION,travel
817,BANK CHARGES,administrative
817,NEWSPAPER AD; GENERAL 2016 MISSOURI SENATE,media
817,NATIONAL POLITICAL DEPT STAFFING TRAVEL,travel
818,PHONE,administrative
818,08/01/2012 DIRECT MAIL,fundraising
818,AIR FARE,travel
819,DATA ANALYTICS,digital
819,CANVASS STAFF PAYROLL SERVICES,field
819,JFC TRAVEL EVENT SERVICES,travel
820,TV AD PRODUCTION 'TRICK-HILL',media
820,POLLING SURVEYS,polling
820,AUTO TRAVEL,travel
821,GENERIC CMTE BANK FEES,administrative
821,ESTIMATED COST FOR FIELD DIRECTOR SERVICES 4/13-4/20,field
821,TRAVEL SERVICES,travel
822,MEDIA PLACEMENT (ESTIMATE 10/8/12-10/14/12),media
822,ISSUE SURVEY,polling
822,TRAVEL CAR RENTAL,travel
823,REIMBURSE TRAVEL,travel
823,EVENT TABLE FEE,administrative
823,RESEARCH POLLING,polling
824,PRINCESS LISA RADIO AD,media
824,IN KIND POLLING,polling
824,GAS,travel
825,GOOGLE ONLINE ADS ON ROMNEY COURT,digital
825,MODELING,polling
825,PARKING,travel
826,ONLINE ADVERTISING - STUDENTS4NUNN,digital
826,IN KIND RESEARCH,polling
826,TRAVEL LODGING MEALS,travel
827,DONOR FILE MAINTENANCE,fundraising
827,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM JANUARY 5-14.,fundraising
827,TRAVEL AND SUBSISTENCE,travel
828,JFC ADVANCE TRAVEL EVENT SERVICES,travel
828,CABLE AD BUY,media
828,POLL,polling
829,ACTUAL COST FOR PRINTING - DOORHANGERS,field
829,PHONE BANK,field
829,PAC AIRFARE,travel
830,PHONE BANKING,field
830,RADIO ADVERTISING: PLACEMENT,media
830,TRAVEL EXPENSE REIMBURSEMENT,travel
831,PRODUCTION OF TV SPOT,media
831,VOTER SURVEY,polling
831,REIMBURSEMENT TRAVEL AIR,travel
832,IN KIND OCTOBER TRAVEL,travel
832,FILE MAINTENANCE,digital
833,DIGITAL MEDIA SERVICE SURVEY RESEARCH DONOR MODELING,digital
833,TRAVEL LODGING AMEX SB232587063,travel
834,TRAVEL MILEAGE,travel
834,AUTOMATED CALLS 10/31,field
834,VOTER FILE,polling
835,IE-HATCH-PRINTING/POSTAGE,administrative
835,POLLING RESEARCH,polling
835,AIRLINE TRAVEL,travel
836,SPANISH LANGUAGE DIRECT MAIL,fundraising
836,MEDIA SURVEY RESEARCH,polling
836,TRAVEL LODGING AMEX SB232859906,travel
837,PAC POLLING,polling
837,REIMBURSEMENT TRAVEL,travel
838,DATA PROCESSING,digital
838,TELEVISION PRODUCTION OF 'NOT PRETTY',media
838,TRAVEL LODGING AMEX SB232464826,travel
839,PHONE SVC,administrative
839,ADVERTISING - PLACEMENT OF WEB ADS (NEW IDEAS & TICK TOCK),digital
839,CANDIDATE TRAVEL,travel
840,TRAVEL RESERVATION BOOKING SVC,travel
840,LIVE PHONE CALLS,field
840,SURVEY RESEARCH TRAVEL,polling
841,GENERIC CMTE PHONE BANKING,field
841,POSTAGE-THIS CORRECTS AMT FROM $2227.50 DUE TO RECVG ACTUAL BILL,administrative
841,TRAVEL FOOD BEVERAGE,travel
842,ADVERTISING-FACEBOOK BANNERS SEARCH,digital
842,POLLING POLLING,polling
842,FACILITY RENTAL CATERING TRAVEL,travel
843,DIGITAL ADVERTISING: PRODUCTION COST (ALSO OPPOSES JOHN DELANEY),digital
843,GENERIC CMTE DATA ANALYSIS,digital
843,TRAVEL SERVICES PAYMENT,travel
844,PRODUCTION PLANNING/STRATEGY,media
844,SURVEY COST,polling
844,JFC TRAVEL,travel
845,VOTER FILE ACCESS,polling
845,GAS CARDS,travel
846,TV/MEDIA DELIVERY,media
846,CAMPAIGN RESEARCH SERVICES,polling
846,GROUND TRANSPORTATION,travel
847,BANK SERVICE CHARGE,administrative
847,SEARCH AD: OH,digital
847,REIMBURSEMENT MILEAGE,travel
848,BOOTH FOR ADVERTISING,administrative
848,TRAVEL RENT CAR,travel
848,IN KIND VOTER FILE ACCESS,digital
849,POLLING SURVEY,polling
849,PAY TOLL,administrative
849,BUS RENTAL,travel
850,OPINION RESEARCH,polling
850,MOBILE MEDIA - NON-CONTRIBUTION ACCOUNT,digital
850,JFC ADVANCE EVENT TRAVEL SERVICES,travel
851,VOTER FILE MODELING,field
851,MAILERS (MCGINTY SUPREME COURT),fundraising
851,IN KIND TRAVEL,travel
852,EAGLE BANK CREDIT CARD,administrative
852,VOTER CONTACT MAIL (ALSO OPPOSES ROMNEY),field
852,TRAVEL EXPENSE REIMBURSEMENT ITEMIZATION BELOW IF REQUIRED,travel
853,DATA ANALYSIS,digital
853,MEDIA TV ADVERTISING PRODUCTION COSTS,media
853,PAC TRAVEL,travel
854,DATA LICENSE,digital
854,IE-CASEY-PALM CARDS,field
854,REFUND OF TRAVEL DEPOSIT,travel
855,TRAVEL PER DIEM,travel
855,SURVEY POLLING,polling
855,GAS FOR CANVASSING VAN,travel
856,MEDIA PRODUCTION FOR 07/29/16 TELEVISION ADVERTISING BUY,media
856,VOTER DATA,polling
856,TRAVEL HOTEL,travel
857,IE-KATKO-ONLINE ADS-ESTIMATED,digital
857,CAMPAIGN RESEARCH,polling
857,TRAVEL LODGING AMEX SB234102,travel
858,PUBLIC OPINION RESEARCH,polling
858,JFC TRAVEL NO ITEM REQUIRED,travel
859,GENERIC CMTE RESEARCH SERVICES,polling
859,AUDIO/VIDEO PRODUCTION,media
859,FLIGHT,travel
860,NATIONAL GOTV BUS TOUR,travel
860,DATA WORK,digital
860,BILLBAORD,media
861,DATA,digital
861,TRANSPORTATION SVC,travel
862,TRAVEL AIR AMEX SB232859906,travel
862,MAIL PRODUCTION PRINTING POSTAGE (BRALEY 1),fundraising
862,POLITICAL RESEARCH,polling
863,DIRECT MAIL SCOWL,fundraising
863,POLLING DATA,polling
863,REIMB LEB,travel
864,CASTING SERVICES FOR KIDS ONLINE AD,digital
864,DATA SERVICE,digital
864,REIMB LETS,travel
865,DATA MANAGEMENT SVC,digital
865,SHIPPING OF ADS TO TV STATIONS. AD AIRS 5/7 - 5/13.,media
865,JFC AIRFARE,travel
866,MERCHANT BANK FEES,administrative
866,IE-BRIDENSTINE-DONATION PROCESSING,fundraising
866,TRAVEL SEE MEMO ENTRIES,travel
867,GRAPHIC DESIGN - VOTE FOR MARGARET HASSAN,media
867,ANALYTICS,polling
867,TRAVEL AND EVENT PLANNING SERVICES,travel
868,DIGITAL TV FIELD OPERATIONS FOR NATIONAL GOTV,digital
868,RESEARCH EXPENSE,polling
868,TRANSPORTATION SERVICE,travel
869,BANKING FEES,administrative
869,IE-ROTHFUS-WALKING MAPS,field
869,DIESEL FUEL FOR BUS,travel
870,DATA RESEARCH,digital
870,MEDIA PRODUCTION/SPOT DELIVERY,media
870,REIMBURSEMENT TRAVEL EXPENSES,travel
871,BANK SERVICE CHARGES,administrative
871,GOTV AND ID PHONE CALLS,field
871,STAFF TRAVEL,travel
872,HEADBANDS,administrative
872,SURVEY COSTS,polling
