,Purpose Code,Categorization
3079,EMPLOYEE SALARY FOR GROUND CAMPAGIN (5/21/12 - 5/27/12),field
6638,EMPLOYEE SALARY FOR GROUND CAMPAIGN (5/28/12 - 6/1/12),field
336,EMPLOYEE TAXES,administrative
276,EMPLOYEE WAGES,administrative
4442,EMPLOYMENT AD,media
3977,ENDORSEMENTS TO WEBPAGE,digital
2148,ENTERPRISE VAN RENTAL,travel
5139,ENTERTAINMENT - ELECT HILLARY CLINTON RALLY - NON-CONTRIBUTION ACCOUNT,administrative
7299,ENVELOPE COST ESTIMATE OF NATIONWIDE DM OPPOSING HILLARY CLINTON. DMS SENT ON 3/25/16.,fundraising
3108,EQUIPMENT FEE,administrative
4351,EQUIPMENT FOR CANVASS / PHONE BANKS,field
5951,EQUIPMENT FOR CANVASSING,field
730,EQUIPMENT FOR CANVASSING / PHONE BANKS,field
7721,EQUIPMENT FOR ONLINE VIDEO PRODUCTION SEE IN-KIND PAGE 2 ITEM C,digital
186,EQUIPMENT PURCHASE,administrative
3835,EQUIPMENT PURCHASE AND TRAINING,administrative
31,EQUIPMENT RENTAL,administrative
3336,EQUIPMENT RENTAL - CANVASS,field
5655,EQUIPMENT RENTAL (ESTIMATE),administrative
395,ERICPAC FUNDRAISING CONSULTING,consulting
383,EST PAYMENT FOR RALLY EXPENSES,field
7151,EST. COST FOR SALARY & OTHER CANVASS RELATED EXPENSES FROM 7/1-7/31/16,field
4359,EST. COST-FOOD FOR CANVASSERS FROM 10/16-11/6,field
6197,EST. OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM AUGUST 1 - 14TH.,fundraising
6212,EST. PAYMENT FOR CANVASS-RELATED EXPENSES,field
4113,EST. PAYMENT FOR SALARY & OTHER CANVASS RELATED EXPENSES FROM 5/9-5/31,field
4605,EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 10/2-11/6,field
5065,EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 10/6-10/20,field
1775,EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 6/18-6/30,field
7418,EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 6/20-6/30,field
7230,EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 7/1-7/31,field
7972,EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 7/29-8/31,field
6535,EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 9/6-9/30,field
1296,ESTIMATE - AD PRODUCTION,media
907,ESTIMATE - BUS TOUR EXPENSES,travel
1914,ESTIMATE -- FACEBOOK ADS,digital
2582,ESTIMATE - GIVEGREEN APPEAL - POSTAGE,administrative
6498,ESTIMATE - GIVEGREEN APPEAL - PROOFREADING,administrative
933,ESTIMATE - TRAVEL AND OTHER MISC EXPENSES FOR BUS TOUR,travel
2689,ESTIMATE FOR MAILER PRODUCTION,media
2579,ESTIMATE OF APRIL MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
7904,ESTIMATE OF AUGUST MONTHLY LIST RENTAL FEES,fundraising
2902,ESTIMATE OF AUGUST MONTHLY LIST RENTAL FEES AND ONLINE ADVERTISING,digital
1521,ESTIMATE OF BUS TOUR TRAVEL EXPENSES AND OTHER MISC. EXPENSES,travel
7008,ESTIMATE OF CANVAS WORKERS,field
5879,ESTIMATE OF DECEMBER MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
374,ESTIMATE OF DECEMBER MONTHLY FACEBOOK ADVERTISING,digital
4272,ESTIMATE OF DECEMBER MONTHLY LIST RENTAL FEES,administrative
1235,ESTIMATE OF DECEMBER MONTHLY ONLINE ADVERTISING FEES,digital
213,ESTIMATE OF DIGITAL ADVERTISING PRODUCTION AND DEPLOYMENT COSTS FOR 4/12/15-4/30/15,digital
7724,ESTIMATE OF FACEBOOK AD PURCHASE,digital
454,ESTIMATE OF FEBRUARY MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
4892,ESTIMATE OF FEBRUARY MONTHLY LIST RENTAL FEES AND ONLINE ADVERTISING,digital
4234,ESTIMATE OF FEBRUARY MONTHLY ONLINE ADVERTISING FEES,digital
3683,ESTIMATE OF JANUARY MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
4472,ESTIMATE OF JANUARY MONTHLY LIST RENTAL FEES,fundraising
890,ESTIMATE OF JANUARY MONTHLY ONLINE ADVERTISING FEES,digital
6699,ESTIMATE OF JULY MONTHLY FACEBOOK ADVERTISING,digital
4531,ESTIMATE OF JULY MONTHLY ONLINE ADVERTISING FEES,digital
6473,ESTIMATE OF JULY MONTHLY OUTBOUND PHONE FEES,administrative
3383,ESTIMATE OF JULY MONTHLY PHONE OUTREACH FEES,field
5759,ESTIMATE OF JULY MONTHLY POLITICAL ADVOCACY CALLS,field
1601,ESTIMATE OF JUNE MONTHLY FACEBOOK ADVERTISING,digital
6411,ESTIMATE OF JUNE MONTHLY PHONE OUTREACH FEES,field
4418,ESTIMATE OF MARCH MONTHLY FACEBOOK ADVERTISING,digital
1671,ESTIMATE OF MARCH MONTHLY LIST RENTAL FEES AND ONLINE ADVERTISING,digital
7066,ESTIMATE OF MARCH MONTHLY ONLINE ADVERTISING FEES,digital
1058,ESTIMATE OF MAY MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
4080,ESTIMATE OF MAY MONTHLY LIST RENTAL FEES,fundraising
4766,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM APRIL 1-14TH.,fundraising
2289,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM APRIL 15-30TH.,fundraising
6891,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM AUGUST 1-14.,fundraising
7282,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM FEBRUARY 1-14.,fundraising
1299,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM JANUARY 15-31.,fundraising
827,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM JANUARY 5-14.,fundraising
5410,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM JULY 1 - 14TH.,fundraising
752,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM JUNE 15 - 30TH.,fundraising
662,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM MARCH 15-31ST.,fundraising
7780,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM NOVEMBER 1-15.,fundraising
3868,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM OCTOBER 1-15.,fundraising
551,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM OCTOBER 16-31.,fundraising
5429,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS SUPPORTING DONALD TRUMP. CALLS MADE FROM AUG. 15 - 31ST.,fundraising
6505,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS SUPPORTING DONALD TRUMP. CALLS MADE FROM JULY 1 - 14TH.,fundraising
3800,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS SUPPORTING DONALD TRUMP. CALLS MADE FROM JULY 15 - 31ST.,fundraising
5968,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS SUPPORTING DONALD TRUMP. CALLS MADE FROM JUNE 1-14TH.,fundraising
3406,ESTIMATE OF NOVEMBER MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
4203,ESTIMATE OF NOVEMBER MONTHLY FACEBOOK ADVERTISING,digital
473,ESTIMATE OF NOVEMBER MONTHLY LIST RENTAL FEES AND ONLINE ADVERTISING,digital
3182,ESTIMATE OF NOVEMBER MONTHLY ONLINE ADVERTISING FEES,digital
3894,ESTIMATE OF OCTOBER MONTHLY LIST RENTAL FEES AND ONLINE ADVERTISING,digital
3273,ESTIMATE OF OCTOBER MONTHLY ONLINE ADVERTISING FEES,digital
2112,ESTIMATE OF ROBO CALL SERVICE,field
1898,ESTIMATE OF TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM JULY 15TH TO JULY 31ST.,fundraising
3054,ESTIMATE ONLINE AD BUY AND PRODUCTION COSTS,digital
2648,ESTIMATE: ADDITION TO TV BUY,media
1310,ESTIMATE: ADDITIONAL STAFF TRAVEL COSTS 11/2-11/4,travel
7278,ESTIMATE: ADVERTISING - FACEBOOK,digital
5158,ESTIMATE: ART,administrative
600,ESTIMATE: CANVASS COSTS-WA-WK STARTING 10/28,field
3071,ESTIMATE: CANVASSING COSTS,field
2040,ESTIMATE: CANVASSING COSTS - VA,field
4847,ESTIMATE: CANVASSING COSTS - WA,field
7712,ESTIMATE: COPY FEE,administrative
1886,ESTIMATE: GIVE GREEN APPEAL - REPLY ENVELOPES,administrative
4952,ESTIMATE: GOTV CALLS,field
6728,ESTIMATE: LIVE CALLS,administrative
5498,ESTIMATE: LIVE ID CALLS,field
7918,ESTIMATE: MEDIA BUY DIGITAL,digital
7130,ESTIMATE: MILEAGE REIMBURSEMENT,travel
1022,ESTIMATE: ONLINE ADS,digital
633,ESTIMATE: ONLINE PETITION SIGNATURES,digital
7950,ESTIMATE: POSTAGE FOR MAILER,administrative
3390,ESTIMATE: PROOFREADING,administrative
5839,ESTIMATE: RENTAL CAR,travel
6568,ESTIMATE: STAFF FOOD AND GAS REIMBURSEMENTS,travel
6636,ESTIMATE: STAFF FOOD AND GAS REIMBURSEMENTS 11/2-11/4,travel
1194,ESTIMATE: STAFF HOUSING 10/27-10/29,administrative
1460,ESTIMATE: STAFF HOUSING COSTS,administrative
1670,ESTIMATE: STAFF HOUSING COSTS 10/23-10/26,travel
4190,ESTIMATE: STAFF MILEAGE REIMBURSEMENT COSTS 10/30-11/4,travel
6622,ESTIMATE: SUPPORT FOR INDEPENDENT EXPENDITURE ACTIVITY - TV AD PRODUCTION,media
1957,ESTIMATE: SURVEY,polling
3822,ESTIMATE: TELEPRESSER,media
4091,ESTIMATE: TV AD PRODUCTION - CASH,media
2351,ESTIMATE: TV AD PRODUCTION & BUY,media
7460,ESTIMATE:MAIL BUNDLING APPEAL-POSTAGE,administrative
1596,ESTIMATE:TELEMARKETING - ADMIN FEE,fundraising
7946,ESTIMATE:TELEMARKETING - ADMIN FEES,fundraising
3942,ESTIMATE:TELEMARKETING CALLS,fundraising
552,ESTIMATE:TV AD PRODUCTION,media
3524,ESTIMATED - PAYROLL AND BENEFITS,administrative
7403,ESTIMATED AUGUST E-MAIL DEPLOYMENT COSTS,digital
7192,ESTIMATED CANVASS OFFICE OCCUPANCY COSTS,field
3727,ESTIMATED CANVASSER LEAFLET COST,field
7730,ESTIMATED CANVASSER PAYROLL,field
3142,ESTIMATED COMPENSATION FOR CANVASS STAFF,field
450,ESTIMATED CONSULTING FOR GROUND CAMPAIGN AND PHONE BANKING (5/17/12 - 6/3/12),consulting
366,ESTIMATED COST CANVASSING SERVICES,field
5152,ESTIMATED COST FOR ADVERTISING DESIGN SERVICES,media
1107,ESTIMATED COST FOR ADVERTISING PRODUCTION,media
6142,ESTIMATED COST FOR ADVERTISING PRODUCTION AND DESIGN,media
2220,ESTIMATED COST FOR CAMPAIGN MANAGEMENT SERVICES 4/21-4/27,consulting
2797,ESTIMATED COST FOR CAMPAIGN MANAGEMENT SERVICES 4/28-5/4,consulting
5846,ESTIMATED COST FOR CAMPAIGN MANAGEMENT SERVICES 5/5-5/15,consulting
2328,ESTIMATED COST FOR CANVASS LITERATURE PRINTING,field
4334,ESTIMATED COST FOR CANVASSING LITERATURE DESIGN,field
6239,ESTIMATED COST FOR CANVASSING SERVICES,field
3591,ESTIMATED COST FOR CANVASSING SERVICES 3/28-3/31,field
1526,ESTIMATED COST FOR CANVASSING SERVICES 4/20-4/26,field
6064,ESTIMATED COST FOR CANVASSING SERVICES 4/21-4/27,field
5140,ESTIMATED COST FOR CANVASSING SERVICES 4/28-5/4,field
3195,ESTIMATED COST FOR CANVASSING SERVICES 4/8-4/19,field
2001,ESTIMATED COST FOR CANVASSING SERVICES 5/5-5/15,field
1213,ESTIMATED COST FOR CANVASSING SERVICES 8/19-8/21,field
1539,ESTIMATED COST FOR CANVASSING SERVICES FOR 10/3-10/9,field
2430,ESTIMATED COST FOR CANVASSING SERVICES FOR 10/7-10/13,field
1094,ESTIMATED COST FOR CANVASSING SERVICES FOR 8/1-8/7,field
1287,ESTIMATED COST FOR CANVASSING SERVICES FOR 8/29-9/4,field
4930,ESTIMATED COST FOR CANVASSING SERVICES FOR 8/8-8/14,field
5081,ESTIMATED COST FOR CANVASSING SERVICES FROM 10/17-10/23,field
7905,ESTIMATED COST FOR CANVASSING SERVICES FROM 10/24-10/30,field
314,ESTIMATED COST FOR CANVASSING SERVICES FROM 10241030,field
283,ESTIMATED COST FOR CANVASSING SERVICES FROM 1031116,field
2619,ESTIMATED COST FOR CANVASSING SUPPLIES 5/5-5/15,field
2860,ESTIMATED COST FOR CANVASSING SUPPLIES FOR 4/21-4/27,field
4134,ESTIMATED COST FOR DESIGN SERVICES,consulting
126,ESTIMATED COST FOR DIGITAL ADVERTISING BUY,digital
4676,ESTIMATED COST FOR DIGITAL ADVERTISING PRODUCTION,digital
2546,ESTIMATED COST FOR DIRECT MAIL PRODUCTION,fundraising
7051,ESTIMATED COST FOR DIRECT MAIL SERVICES,fundraising
821,ESTIMATED COST FOR FIELD DIRECTOR SERVICES 4/13-4/20,field
2677,ESTIMATED COST FOR FIELD DIRECTOR SERVICES 4/21-4/27,field
7556,ESTIMATED COST FOR FIELD DIRECTOR SERVICES 4/28-5/4,field
4155,ESTIMATED COST FOR FIELD DIRECTOR SERVICES 5/5-5/15,field
5426,ESTIMATED COST FOR FINANCIAL MANAGEMENT SERVICES OF CANVASSING PROG. 4/28-5/4,field
4089,ESTIMATED COST FOR FINANCIAL MANAGEMENT SERVICES OF CANVASSING PROG. 5/5-5/15,field
5929,ESTIMATED COST FOR MEDIA PRODUCTION SERVICES AND EQUIPMENT RENTAL,media
6857,ESTIMATED COST FOR ONLINE ADVERTISING,digital
3781,ESTIMATED COST FOR OPERATIONS DIRECTOR SERVICES 4/13-4/20,field
7863,ESTIMATED COST FOR PAID CANVASSING SERVICES 3/28-3/31,field
5924,ESTIMATED COST FOR PHONE BANKING,field
3853,ESTIMATED COST FOR PRINTING - DOORHANGERS,field
1513,ESTIMATED COST FOR QUALITY CONTROL COORD. SERVICES 4/13-4/20,administrative
496,ESTIMATED COST FOR QUALITY CONTROL COORD. SERVICES 5/5-5/15,consulting
4733,ESTIMATED COST FOR SALARY & OTHER CANVASS-RELATED EXPENSES,field
2786,ESTIMATED COST FOR SALARY BENEFITS & CANVASS-RELATED EXPENSES FROM  9/12-9/16,field
1567,ESTIMATED COST FOR SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES,field
3641,ESTIMATED COST FOR SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/12-9/16,field
3430,ESTIMATED COST FOR SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/13-9/17,field
4559,ESTIMATED COST FOR VOTER OUTREACH CALLS,field
4567,ESTIMATED COST GRASSROOTS AND COMMUNICATION SERVICES,field
6083,ESTIMATED COST OF WEB ADS,digital
691,ESTIMATED COST SKULLIES,administrative
938,ESTIMATED COST:  DIGITAL ADVERTISING,digital
3902,ESTIMATED COST:  DOORHANGERS,field
3067,ESTIMATED COST:  NEWSPAPER ADVERTISING,media
7076,ESTIMATED COST:  RALLY SIGNS,field
7962,ESTIMATED COST:  SALARY & OTHER CANVASS-RELATED EXPENSES FROM 9/1-9/30,field
5885,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS RELATED EXPENSES FROM 10/11-10/15,field
1589,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM  9/27-10/1,field
4440,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/10-10/14,field
7779,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/11-10/15,field
6363,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/18-10/22,field
1810,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/24-10/28,field
5518,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/3-10/7,field
7314,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 10/31-11/4,field
4002,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/19-9/23,field
7927,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/20-9/24,field
1633,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/26-9/30,field
486,ESTIMATED COST:  SALARY BENEFITS & OTHER CANVASS-RELATED EXPENSES FROM 9/27-10/1,field
2310,ESTIMATED COST:  SKULLIES,administrative
2763,ESTIMATED COST:  TV ADVERTISING PRODUCTION,media
2201,ESTIMATED COST:  VOTER CANVASS LITERATURE,field
5334,ESTIMATED COST: CANVASS TRANSPORTATION,field
2652,ESTIMATED COST: CANVASSING SERVICES 10/1-11/8,field
5572,ESTIMATED COST: ONLINE ADVERTISING,digital
6141,ESTIMATED COST: ONLINE ADVERTISING SERVICES,digital
3704,ESTIMATED COST: TELEVISION ADVERTISING PRODUCTION,media
4815,ESTIMATED COST: VOTER CANVASS LITERATURE,field
2523,ESTIMATED DATA SERVICE FEES,digital
7064,ESTIMATED DIGITAL AD  PRODUCTION & PLACEMENT- HILLARY,digital
4604,ESTIMATED DIGITAL AD  PRODUCTION & PLACEMENT- REPUBLICANS,digital
3875,ESTIMATED DIGITAL AD PLACEMENT- IMMIGRATION,digital
390,ESTIMATED DIGITAL AD PLACEMENT- MILITARY,digital
3114,ESTIMATED DIGITAL AD PLACEMENT- WORKERS,digital
2356,ESTIMATED EXPENSES FOR OFFICE SUPPLIES GAS FOOD (5/17 - 6/3),administrative
4361,ESTIMATED EXPENSES FOR PRINTING AND GRAPHICS FOR WALK PIECE (5/17 - 6/3),media
2087,ESTIMATED EXPENSES FOR TECHNOLOGY SERVICES FOR PHONE BANKING (5/17 - 6/3),administrative
232,ESTIMATED FEES FOR CREATIVE AND PRODUCTION SERVICES,media
3216,ESTIMATED LEGAL SERVICES COSTS,legal
5210,ESTIMATED LIST RENTAL COSTS FOR JUNE,fundraising
4747,ESTIMATED LIST RENTAL COSTS FOR REMAINDER OF MAY,fundraising
3912,ESTIMATED LIST RENTAL FEES AND ONLINE ADVERTISING,digital
149,ESTIMATED MAIL AND PRODUCTION FEES,fundraising
5533,ESTIMATED NOVEMBER EXTERNAL DEPLOYMENT LIST RENTAL AND ONLINE VOTER CONTACT,digital
1947,ESTIMATED OCTOBER ONLINE ADVERTISING,digital
5223,ESTIMATED OCTOBER OUTBOUND VOTER CONTACT CALLS,field
2186,ESTIMATED ONLINE AD BUY,digital
7658,ESTIMATED ONLINE AD PRODUCTION COSTS,digital
3236,ESTIMATED ONLINE ADVERTISING SERVICES,digital
1690,ESTIMATED ONLINE VOTER CONTACT COSTS FOR REMAINDER OF MAY,digital
5019,ESTIMATED ONLINE VOTER CONTACT FOR JULY,digital
3646,ESTIMATED ONLINE VOTER CONTACT FOR JUNE,digital
1678,ESTIMATED ONLINE VOTER CONTACT LIST RENTAL COSTS,digital
5260,ESTIMATED ONLINE VOTER CONTACT LIST RENTAL COSTS FOR REMAINDER OF MAY,digital
1894,ESTIMATED ONLINE VOTER GUIDE THROUGH 11/4/12,digital
6001,ESTIMATED OUTBOUND VOTER CONTACT CALLS,field
3024,ESTIMATED OUTBOUND VOTER CONTACT CALLS FOR JULY,field
1719,ESTIMATED OUTBOUND VOTER CONTACT CALLS FOR JUNE,field
609,ESTIMATED OUTREACH AND PAID PRINTING DISTRIBUTION,administrative
3289,ESTIMATED PAYMENT FOR SALARY AND BENEFITS FROM 10/16-11/6,administrative
2832,ESTIMATED PAYMENT FOR SALARY AND BENEFITS FROM 9/1-9/30,administrative
4458,ESTIMATED PAYMENT FOR TRANSPORTATION SERVICES,travel
431,ESTIMATED PAYROLL FOR FIELD DIRECTOR (5/28/12 - 6/3/12),field
2757,ESTIMATED PAYROLL FOR PHONE BANKING (5/21/12 - 5/25/12),field
2120,ESTIMATED PAYROLL TAXES (5/29/12 - 6/3/12),administrative
4082,ESTIMATED PHONE BANKING,field
7493,ESTIMATED PHONE BANKING FOR 10/27/12 - 10/31/12,field
1653,ESTIMATED PHONE BANKING FOR 10/27/12 - 11/2/12,field
745,ESTIMATED PHONE BANKING FOR 11/2/12 - 11/4/12,field
4116,ESTIMATED PHONE BANKING PRECINCT WALKING AND VISIBILITY EVENTS FOR 11/1/12 - 11/4/12,field
1893,ESTIMATED POSTAGE,administrative
5993,ESTIMATED POSTAGE FEES,administrative
4641,ESTIMATED PRINTING - VOTE BRUCE BRALEY U.S. SENATE,media
1205,ESTIMATED PRINTING - VOTE FOR MARY LANDRIEU FOR U.S. SENATE,administrative
3164,ESTIMATED PRINTING AND POSTAGE COSTS,administrative
1969,ESTIMATED RADIO AD BUY,media
1475,ESTIMATED RADIO ADVERTISING PRODUCTION COSTS,media
2874,ESTIMATED SALARY FOR GROUND CAMPAGIN (5/29/12 - 6/3/12),field
3408,ESTIMATED SALARY FOR GROUND CAMPAIGN (5/15 - 5/16),field
5327,ESTIMATED SALARY FOR GROUND CAMPAIGN (5/17/12 - 5/20/12),field
4486,ESTIMATED SEPTEMBER EXTERNAL DEPLOYMENT COSTS,administrative
6653,ESTIMATED SEPTEMBER LIST RENTAL FEES,fundraising
2934,ESTIMATED SEPTEMBER LIST RENTAL FEES AND ONLINE ADVERTISING,digital
1262,ESTIMATED SEPTEMBER OUTBOUND VOTER CONTACT CALLS,field
5408,ESTIMATED STAFF TIME FOR CANVASSING SERVICES,field
3659,ESTIMATED STAFF TIME FOR CANVASSING SERVICES 9/11-9/25,field
996,ESTIMATED TOTAL 2ND ROUND OF PHONE BANKING,field
1705,ESTIMATED TOWN HALL TELECONFERENCE COSTS,administrative
2138,ESTIMATED TV AND DIGITAL AD PRODUCTION COSTS,digital
1642,ESTIMATED TV AND DIGITIAL  PRODUCTION COSTS,digital
5774,EVENT,administrative
4954,EVENT AUDIO - ELECT HILLARY CLINTON RALLY - NON-CONTRIBUTION ACCOUNT,administrative
628,EVENT AUDIO VISUAL,administrative
719,EVENT AUDIO VISUAL SERVICES AND EQUIPMEN,administrative
649,EVENT AUDIO VISUAL STAGING SETUP,administrative
414,EVENT CATERING,administrative
711,EVENT CATERING AND LIGHTING,administrative
7442,EVENT ENTERTAINMENT,administrative
784,EVENT EXPENSE LIGHTING AUDIO,administrative
641,EVENT EXPENSE SOUND LIGHTING,administrative
6623,EVENT FACILITY RENTAL,administrative
660,EVENT LIGHTING,administrative
645,EVENT LIGHTING AND SOUND,administrative
2189,EVENT MANAGEMENT SERVICES,administrative
5701,EVENT MATERIALS,administrative
7542,EVENT PLANNING - VOTE FOR ANN KUSTER (ESTIMATED),administrative
3556,EVENT PLANNING - VOTE FOR CAROL SHEA-PORTER (ESTIMATED),administrative
4545,EVENT PLANNING - VOTE FOR MARGARET HASSAN (ESTIMATED),administrative
198,EVENT PLANNING FEE,administrative
164,EVENT PLANNING SERVICES,administrative
426,EVENT PRODUCTION,administrative
928,EVENT PRODUCTION TRAVEL,travel
57,EVENT SITE RENTAL,administrative
702,EVENT SOUND AND AUDIO SYSTEM AUDIO ENGINEER AND OPERATOR LABOR,administrative
5985,EVENT SPACE RENTAL,administrative
128,EVENT STAGING EXPENSE,administrative
134,EVENT SUPPLIES,administrative
4626,EVENT SUPPLIES - FLAGS PENS MARKERS BALLOONS,administrative
6892,EVENT SUPPLIES - PLATES FORKS CUPS FLAGS,administrative
823,EVENT TABLE FEE,administrative
92,EVENT TICKETS,administrative
934,EVENT TRANSPORTATION,travel
390,EVENT TURNOUT CALLS,administrative
1086,EVENT VENUE LEASE,administrative
33,EVENT/RALLY EXPENSES,administrative
606,EVENTS,administrative
604,EVENTS AUDIO VISUAL,administrative
684,EVENTS CATERING,administrative
692,EVENTS CONSULTING EVENTS FOOD BEVERAGE EVENT VENUE TICKETS SHIPPING,consulting
670,EVENTS COORDINATOR,administrative
707,EVENTS COSTS,administrative
727,EVENTS DAVENPORT HOTEL SPOKANE VICTORY PARTIES,administrative
626,EVENTS MEETINGS,administrative
613,EVENTS MISC EXPENSE,administrative
667,EVENTS PARADES,administrative
675,EVENTS REPUBLICAN DINNER,administrative
616,EVENTS SITE SUPPLIES,administrative
778,EVENTS SPONSORSHIP,administrative
738,EVENTS STATE PARTY DINNER,administrative
757,EVENTS SUPPLIES,administrative
720,EVENTS VICTORY PARTIES DAVENPORT HOTEL SEE MEMO 2,administrative
702,EXEMPT LEGAL SERVICES,legal
156,EXPENSE REIMBURSEMENT,administrative
585,EXPENSES DIRECT MAIL,fundraising
5243,EXPRESS ADVOCACY PHONES IN OPPOSITION TO HARRY REID,field
715,EXTERNAL EMAIL DISTRIBUTION,administrative
6204,FACEBOOK AD,digital
972,FACEBOOK ADERVTISEMENTS,digital
166,FACEBOOK ADS,digital
5034,FACEBOOK ADS (ESTIMATE),digital
427,FACEBOOK ADS ABOUT FEDEX PACKAGES COMMENT/VIDEO,digital
7895,FACEBOOK ADS PAYMENT,digital
7963,FACEBOOK ADS SUPPORTING STEVE TOTH,digital
5838,FACEBOOK ADVERTISEMENTS,digital
168,FACEBOOK ADVERTISING,digital
5125,FACEBOOK ADVERTISING MANAGEMENT,digital
6236,FACEBOOK PAGE PUSH AD ONGOING,digital
7467,FACEBOOK PROMOTION,digital
4045,FACEBOOK VIDEO ADVERTISEMENT,digital
580,FACILITIES CATERING,administrative
48,FACILITY RENTAL,administrative
51,FACILITY RENTAL CATERING SERVICES,administrative
842,FACILITY RENTAL CATERING TRAVEL,travel
4786,FANS,administrative
5635,FAXING,administrative
3997,FEB GIVEGREEN APPEAL - STAFF TIME,fundraising
720,FEC ACCOUNTING AND COMPLIANCE,legal
789,FEC ACCOUNTING COMPLIANCE SERVICES,legal
699,FEC ACCOUNTING SERVICES,legal
643,FEC COMPLIANCE AND ACCOUNTING,legal
1514,FED PORTION  OF AD INSERT FOR 30 CANDIDATES,media
1104,FEDERAL AD MAILER PRODUCTION PRINTING AND POSTAGE,media
5138,FEDERAL BILLBOARD AD DEVELOPMENT PRODUCTION AND AD,media
5906,FEDERAL BROADCAST AD PRODUCTION DEVELOPMENT AND BUY,media
2257,FEDERAL DIGITIAL ADS SPACE AND AD MANAGEMENT,digital
785,FEDERAL MAILER PRINTING AND POSTAGE,media
384,FEDERAL PAYROLL TAX,administrative
248,FEDERAL PAYROLL TAXES,administrative
6743,FEDERAL RADIO AD DEVELOPMENT PRODUCTION AND AD BUY,media
6693,FEDERAL RADIO AD POST-PRODUCTION SERVICES,media
1944,FEDERAL SOCIAL MEDIA AD BUY,digital
7775,field,field
310,FIELD CAMPAIGN CONSULTING,consulting
380,FIELD CANVASS,field
